2022-01-29 16:16:53,258: OTHER INFORMATION
2022-01-29 16:16:53,258: Decay rate: 0.96, Vocab size: 1000 
2022-01-29 16:16:53,258: =====
2022-01-29 16:16:53,258: HYPERPARAMETER SEARCH ITERATION: 0
2022-01-29 16:16:53,789: HYPERPARAMETERS:
2022-01-29 16:16:53,789: Learning rate: 0.000552, Batch size: 64, LSTM Dimension: 32, MLP Dimension: 128
2022-01-29 16:19:06,296: VALIDATION SET ACCURACIES:
2022-01-29 16:19:06,296: 87.28 %
2022-01-29 16:19:06,296: 87.28 %
2022-01-29 16:19:06,296: 87.28 %
2022-01-29 16:19:06,296: 87.28 %
2022-01-29 16:19:06,296: 87.28 %
2022-01-29 16:19:06,296: 87.28 %
2022-01-29 16:19:06,299: 87.28 %
2022-01-29 16:19:06,299: 87.28 %
2022-01-29 16:19:06,299: 87.28 %
2022-01-29 16:19:06,299: 87.28 %
2022-01-29 16:19:06,299: 87.28 %
2022-01-29 16:19:06,299: 87.28 %
2022-01-29 16:19:06,299: 87.28 %
2022-01-29 16:19:06,299: 87.28 %
2022-01-29 16:19:06,299: 87.28 %
2022-01-29 16:19:06,299: 87.28 %
2022-01-29 16:19:06,299: 87.28 %
2022-01-29 16:19:06,299: 87.28 %
2022-01-29 16:19:06,299: 87.28 %
2022-01-29 16:19:06,299: 87.28 %
2022-01-29 16:19:06,299: =====
2022-01-29 16:19:06,299: HYPERPARAMETER SEARCH ITERATION: 1
2022-01-29 16:19:06,875: HYPERPARAMETERS:
2022-01-29 16:19:06,875: Learning rate: 0.004506, Batch size: 128, LSTM Dimension: 32, MLP Dimension: 128
2022-01-29 16:21:00,193: VALIDATION SET ACCURACIES:
2022-01-29 16:21:00,193: 87.50 %
2022-01-29 16:21:00,193: 87.50 %
2022-01-29 16:21:00,194: 87.50 %
2022-01-29 16:21:00,194: 87.50 %
2022-01-29 16:21:00,194: 87.39 %
2022-01-29 16:21:00,194: 87.39 %
2022-01-29 16:21:00,194: 87.72 %
2022-01-29 16:21:00,194: 88.28 %
2022-01-29 16:21:00,194: 88.17 %
2022-01-29 16:21:00,194: 88.17 %
2022-01-29 16:21:00,194: 88.50 %
2022-01-29 16:21:00,194: 88.50 %
2022-01-29 16:21:00,194: 88.17 %
2022-01-29 16:21:00,194: 88.39 %
2022-01-29 16:21:00,194: 87.83 %
2022-01-29 16:21:00,194: 89.06 %
2022-01-29 16:21:00,194: 88.28 %
2022-01-29 16:21:00,194: 88.28 %
2022-01-29 16:21:00,194: 88.17 %
2022-01-29 16:21:00,194: 88.17 %
2022-01-29 16:21:00,194: =====
2022-01-29 16:21:00,194: HYPERPARAMETER SEARCH ITERATION: 2
2022-01-29 16:21:00,778: HYPERPARAMETERS:
2022-01-29 16:21:00,779: Learning rate: 0.031066, Batch size: 128, LSTM Dimension: 256, MLP Dimension: 512
2022-01-29 16:32:29,853: VALIDATION SET ACCURACIES:
2022-01-29 16:32:29,853: 87.95 %
2022-01-29 16:32:29,853: 86.50 %
2022-01-29 16:32:29,853: 85.27 %
2022-01-29 16:32:29,853: 59.38 %
2022-01-29 16:32:29,853: 87.17 %
2022-01-29 16:32:29,853: 87.95 %
2022-01-29 16:32:29,853: 86.94 %
2022-01-29 16:32:29,853: 88.84 %
2022-01-29 16:32:29,853: 89.06 %
2022-01-29 16:32:29,853: 87.61 %
2022-01-29 16:32:29,853: 87.50 %
2022-01-29 16:32:29,853: 87.05 %
2022-01-29 16:32:29,853: 88.62 %
2022-01-29 16:32:29,854: 87.61 %
2022-01-29 16:32:29,854: 87.17 %
2022-01-29 16:32:29,854: 89.06 %
2022-01-29 16:32:29,854: 88.95 %
2022-01-29 16:32:29,854: 86.94 %
2022-01-29 16:32:29,854: 86.72 %
2022-01-29 16:32:29,854: 88.39 %
2022-01-29 16:32:29,854: =====
2022-01-29 16:32:29,854: HYPERPARAMETER SEARCH ITERATION: 3
2022-01-29 16:32:30,427: HYPERPARAMETERS:
2022-01-29 16:32:30,427: Learning rate: 0.054232, Batch size: 512, LSTM Dimension: 32, MLP Dimension: 128
2022-01-29 16:34:13,590: VALIDATION SET ACCURACIES:
2022-01-29 16:34:13,590: 76.17 %
2022-01-29 16:34:13,590: 76.27 %
2022-01-29 16:34:13,590: 61.04 %
2022-01-29 16:34:13,590: 72.07 %
2022-01-29 16:34:13,590: 76.37 %
2022-01-29 16:34:13,590: 76.56 %
2022-01-29 16:34:13,590: 75.59 %
2022-01-29 16:34:13,590: 72.75 %
2022-01-29 16:34:13,590: 76.17 %
2022-01-29 16:34:13,590: 60.64 %
2022-01-29 16:34:13,590: 75.10 %
2022-01-29 16:34:13,590: 75.88 %
2022-01-29 16:34:13,590: 72.56 %
2022-01-29 16:34:13,590: 75.29 %
2022-01-29 16:34:13,590: 76.27 %
2022-01-29 16:34:13,590: 75.39 %
2022-01-29 16:34:13,590: 76.46 %
2022-01-29 16:34:13,590: 57.91 %
2022-01-29 16:34:13,590: 76.27 %
2022-01-29 16:34:13,590: 71.39 %
2022-01-29 16:34:13,590: =====
2022-01-29 16:34:13,590: HYPERPARAMETER SEARCH ITERATION: 4
2022-01-29 16:34:14,136: HYPERPARAMETERS:
2022-01-29 16:34:14,136: Learning rate: 0.000109, Batch size: 256, LSTM Dimension: 256, MLP Dimension: 128
2022-01-29 16:45:02,515: VALIDATION SET ACCURACIES:
2022-01-29 16:45:02,516: 68.07 %
2022-01-29 16:45:02,516: 73.24 %
2022-01-29 16:45:02,516: 73.63 %
2022-01-29 16:45:02,516: 74.12 %
2022-01-29 16:45:02,516: 74.32 %
2022-01-29 16:45:02,516: 74.22 %
2022-01-29 16:45:02,516: 74.22 %
2022-01-29 16:45:02,516: 74.51 %
2022-01-29 16:45:02,516: 74.51 %
2022-01-29 16:45:02,516: 74.51 %
2022-01-29 16:45:02,516: 74.51 %
2022-01-29 16:45:02,516: 74.51 %
2022-01-29 16:45:02,516: 74.51 %
2022-01-29 16:45:02,516: 74.51 %
2022-01-29 16:45:02,516: 74.51 %
2022-01-29 16:45:02,516: 74.51 %
2022-01-29 16:45:02,516: 74.51 %
2022-01-29 16:45:02,516: 74.51 %
2022-01-29 16:45:02,516: 74.51 %
2022-01-29 16:45:02,516: 74.51 %
2022-01-29 16:45:02,516: =====
2022-01-29 16:45:02,517: HYPERPARAMETER SEARCH ITERATION: 5
2022-01-29 16:45:03,095: HYPERPARAMETERS:
2022-01-29 16:45:03,096: Learning rate: 0.004075, Batch size: 512, LSTM Dimension: 64, MLP Dimension: 32
2022-01-29 16:47:59,478: VALIDATION SET ACCURACIES:
